id,participant_id,participant_no,condition_id,condition_type,task_order,task_type,survey_number,perceived_compliance_1,perceived_compliance_2,perceived_compliance_3,perceived_compliance_4,perceived_conversion_1,perceived_conversion_2,perceived_conversion_3,perceived_conversion_4,concentration_test,agent_competence,agent_predictability,agent_integrity,agent_understanding,agent_utility,agent_affect,agent_trust,agent1_competence,agent1_predictability,agent1_integrity,agent1_understanding,agent1_utility,agent1_affect,agent1_trust,agent3_competence,agent3_predictability,agent3_integrity,agent3_understanding,agent3_utility,agent3_affect,agent3_trust,created_at
a9d4cc4a-2b74-4895-a53e-7b07d0ded694,09fb713b-901d-462f-84e3-212c0d1fec01,72,,minorityDiffusion,normativeFirst,informative,2,5,1,1,1,1,7,5,7,4,,,,,,,,6.0,4.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,2025-09-09 18:43:19.276255+00:00
77b7e6dd-5cf7-4598-a7bc-1afc0d639f4e,09fb713b-901d-462f-84e3-212c0d1fec01,72,,minorityDiffusion,normativeFirst,normative,1,2,2,1,1,1,7,7,7,4,,,,,,,,2.0,3.0,5.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,2025-09-09 18:15:14.785190+00:00
aebfe5ef-75be-4c01-b4e8-4ad60ae2abf6,1956d093-8877-452f-b605-d6975cedbfa9,73,73.0,majority,informativeFirst,informative,1,6,5,6,6,6,4,4,4,4,5.0,5.0,5.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,2025-09-09 17:52:32.100019+00:00
00083df4-bfae-43f1-88f9-cd0bb99458f7,1956d093-8877-452f-b605-d6975cedbfa9,73,73.0,majority,informativeFirst,normative,2,6,6,5,4,4,4,4,4,4,6.0,6.0,6.0,6.0,6.0,6.0,5.0,,,,,,,,,,,,,,,2025-09-09 18:01:09.641351+00:00
11f332e0-1ba2-499e-9de9-9c3bae0ca066,e9735720-d13d-47c9-99f1-be9ec8418a61,74,74.0,minority,normativeFirst,informative,2,5,1,3,1,7,5,3,5,4,,,,,,,,5.0,5.0,6.0,7.0,5.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,2025-09-09 17:53:07.445669+00:00
f2daf672-499e-4b14-a2b8-70c3d1abf271,e9735720-d13d-47c9-99f1-be9ec8418a61,74,74.0,minority,normativeFirst,normative,1,5,1,1,1,2,7,5,6,4,,,,,,,,7.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,5.0,5.0,6.0,5.0,2025-09-09 17:41:02.459995+00:00
315803c5-45f0-4bf7-8e2e-46f693a7e3bc,00f48994-a285-4631-9696-edbecccdbd14,75,75.0,minorityDiffusion,informativeFirst,informative,1,4,3,2,2,5,5,5,5,4,,,,,,,,3.0,3.0,6.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,5.0,6.0,6.0,6.0,2025-09-09 17:39:36.059358+00:00
7793076f-c598-486a-9e58-f0f82cb6bfec,00f48994-a285-4631-9696-edbecccdbd14,75,75.0,minorityDiffusion,informativeFirst,normative,2,2,2,2,2,2,7,7,7,4,,,,,,,,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,2025-09-09 17:52:59.051009+00:00
426c4ab1-4380-41d0-b798-130d97da61dd,cd24dfc7-ab58-4701-8060-636ce24d286e,76,76.0,majority,normativeFirst,informative,2,3,2,1,1,2,7,2,6,4,4.0,7.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2025-09-09 17:58:33.676163+00:00
ad69a2bc-7ea7-43e5-a2a4-81a12af46f96,cd24dfc7-ab58-4701-8060-636ce24d286e,76,76.0,majority,normativeFirst,normative,1,1,1,1,1,1,7,7,7,4,4.0,7.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2025-09-09 17:42:16.331999+00:00
81cb3cdc-363d-4703-9230-a18eed4478b3,889464d6-cce9-4e14-8ceb-032f3a0abf0c,77,77.0,minority,informativeFirst,informative,1,1,1,1,1,1,7,7,7,4,,,,,,,,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,2025-09-09 17:50:10.880617+00:00
1677bd75-35ee-4aa9-8f97-70ee8eb966db,889464d6-cce9-4e14-8ceb-032f3a0abf0c,77,77.0,minority,informativeFirst,normative,2,1,1,1,1,1,7,7,7,4,,,,,,,,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2025-09-09 18:08:01.183047+00:00
10bbb543-5736-43c0-9370-011287d262b9,f648a570-513c-4482-9932-71c78717586c,78,78.0,minorityDiffusion,normativeFirst,informative,2,2,2,1,2,3,7,4,7,4,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2025-09-09 18:04:29.715377+00:00
e21fd802-a327-4757-a24f-69222801e748,f648a570-513c-4482-9932-71c78717586c,78,78.0,minorityDiffusion,normativeFirst,normative,1,4,2,1,4,3,7,4,7,4,,,,,,,,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2025-09-09 17:52:27.129194+00:00
1307256e-13ea-404a-8d70-8c46b83f59ac,6e51d200-d884-4119-8396-68494a7ddf3f,79,79.0,majority,informativeFirst,informative,1,3,2,2,2,7,7,4,7,4,7.0,7.0,7.0,7.0,7.0,4.0,5.0,,,,,,,,,,,,,,,2025-09-09 17:38:10.520560+00:00
fa1618d6-08e0-4363-9e67-aa35659df948,6e51d200-d884-4119-8396-68494a7ddf3f,79,79.0,majority,informativeFirst,normative,2,3,2,2,3,4,7,3,7,4,6.0,5.0,5.0,7.0,7.0,4.0,4.0,,,,,,,,,,,,,,,2025-09-09 17:46:20.579978+00:00
fcd414c8-1a1d-4da3-9ddc-fa721fbaec4f,77c2f6c1-59bb-4529-b4bd-95947c8939bb,80,80.0,minority,normativeFirst,informative,2,1,1,3,1,7,7,7,7,4,,,,,,,,5.0,7.0,4.0,3.0,1.0,2.0,1.0,5.0,7.0,4.0,4.0,1.0,2.0,1.0,2025-09-09 17:46:08.038558+00:00
7b39bdf0-3308-459f-9731-43b23846bddd,77c2f6c1-59bb-4529-b4bd-95947c8939bb,80,80.0,minority,normativeFirst,normative,1,1,2,5,1,7,6,5,5,4,,,,,,,,6.0,7.0,6.0,4.0,1.0,2.0,1.0,2.0,7.0,5.0,4.0,1.0,2.0,1.0,2025-09-09 17:37:48.325104+00:00
3d975077-995e-4620-89cd-9188a452ab9d,e817f2b7-c7dd-4cff-9367-138be05feaaf,81,81.0,minorityDiffusion,informativeFirst,informative,1,1,1,1,1,1,1,1,1,4,,,,,,,,4.0,4.0,5.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2025-09-09 17:43:00.692087+00:00
2d731f44-060b-47f6-936d-700894f4b712,e817f2b7-c7dd-4cff-9367-138be05feaaf,81,81.0,minorityDiffusion,informativeFirst,normative,2,1,1,1,1,1,4,4,1,4,,,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2025-09-09 17:51:17.798489+00:00
c1b79a85-e14f-4ce2-a64f-3fd90921b3b6,b532a2a0-cb98-42dc-b522-088859f7b0c5,82,82.0,majority,normativeFirst,informative,2,4,4,3,4,4,4,3,4,4,3.0,3.0,3.0,5.0,3.0,4.0,3.0,,,,,,,,,,,,,,,2025-09-09 17:46:09.120878+00:00
f004b35c-fa13-401c-bdcc-772ed600f153,b532a2a0-cb98-42dc-b522-088859f7b0c5,82,82.0,majority,normativeFirst,normative,1,4,3,3,3,3,3,5,3,4,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,2025-09-09 17:38:51.497219+00:00
e6e9727e-b79e-450a-9dcc-23dde82328b6,206652aa-efa6-46bb-8a66-bc2718a52ce6,83,83.0,minority,informativeFirst,informative,1,2,1,2,2,1,1,1,1,4,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2025-09-09 18:11:47.265815+00:00
ea7a68dd-0a0d-484b-85b4-229e12424955,206652aa-efa6-46bb-8a66-bc2718a52ce6,83,83.0,minority,informativeFirst,normative,2,1,1,1,1,1,1,1,1,4,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2025-09-09 18:17:05.465702+00:00
3640cfc5-3f7c-4b09-8957-60f99a588f0a,c5c5f9a8-56b2-47cb-ba19-8c86e4b86f3b,84,84.0,minorityDiffusion,normativeFirst,informative,2,7,7,1,1,7,7,7,7,4,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,2025-09-09 17:48:34.556469+00:00
e9573857-5e22-4077-9311-e01524482474,c5c5f9a8-56b2-47cb-ba19-8c86e4b86f3b,84,84.0,minorityDiffusion,normativeFirst,normative,1,7,5,1,1,7,7,7,6,4,,,,,,,,5.0,3.0,6.0,7.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,4.0,5.0,2025-09-09 17:38:29.890710+00:00
9c6a82ac-b296-4d36-96ab-60ac8df6a578,5113d9f7-3fef-4ec8-8a2d-d3d2eb771a9e,85,85.0,majority,informativeFirst,informative,1,1,1,1,1,1,7,4,1,4,3.0,6.0,3.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,,,,2025-09-09 17:42:28.689881+00:00
89c82861-f751-4b98-80a4-0146b4be8880,5113d9f7-3fef-4ec8-8a2d-d3d2eb771a9e,85,85.0,majority,informativeFirst,normative,2,4,1,1,1,5,7,1,6,4,5.0,5.0,4.0,6.0,4.0,4.0,4.0,,,,,,,,,,,,,,,2025-09-09 17:54:30.647869+00:00
31c9f103-c0ff-4fe9-b57d-a970a20c6a85,dc4e73f1-4cf5-47ea-a5b9-d58eaaf436e3,86,86.0,minority,normativeFirst,informative,2,4,2,2,2,6,6,6,6,4,,,,,,,,4.0,4.0,4.0,4.0,2.0,5.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2025-09-09 17:59:52.896978+00:00
1e26e6e8-9a00-4ca7-a365-1c2de5a740be,dc4e73f1-4cf5-47ea-a5b9-d58eaaf436e3,86,86.0,minority,normativeFirst,normative,1,2,2,2,2,2,6,5,5,4,,,,,,,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,2025-09-09 17:46:00.994529+00:00
983d7584-8ee3-4497-ab0a-e279a9d03482,09b9e45a-2dad-4776-8f63-9a5ff5189f5f,87,87.0,minorityDiffusion,informativeFirst,informative,1,5,5,2,4,5,3,4,3,4,,,,,,,,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2025-09-09 17:41:59.102717+00:00
46d6c63c-dd45-40cb-af56-9c8d49b75b51,09b9e45a-2dad-4776-8f63-9a5ff5189f5f,87,87.0,minorityDiffusion,informativeFirst,normative,2,3,3,1,3,1,7,1,7,4,,,,,,,,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2025-09-09 17:55:15.107279+00:00
0b94034e-bf86-403d-85d0-58aab89a6dd5,43767e66-41d2-4d39-ab15-55bb730cb0ed,88,88.0,majority,normativeFirst,informative,2,1,1,2,2,2,7,7,6,4,2.0,6.0,2.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,2025-09-09 17:46:57.837039+00:00
4d8509d0-a241-43d0-a1ef-b5f461e4589b,43767e66-41d2-4d39-ab15-55bb730cb0ed,88,88.0,majority,normativeFirst,normative,1,6,6,5,6,6,5,6,6,4,7.0,7.0,6.0,6.0,7.0,6.0,7.0,,,,,,,,,,,,,,,2025-09-09 17:38:11.063267+00:00
d77c7a67-cd45-46a8-9402-607de35a862b,ae1e82c8-04e8-4d42-9f19-a2f3c1e789df,89,89.0,minority,informativeFirst,informative,1,3,1,1,1,2,7,6,7,4,,,,,,,,7.0,7.0,7.0,7.0,3.0,4.0,4.0,7.0,7.0,7.0,7.0,5.0,4.0,6.0,2025-09-09 17:47:35.432492+00:00
eed8c93b-4ffc-4efd-bd0c-574d97cf0b29,ae1e82c8-04e8-4d42-9f19-a2f3c1e789df,89,89.0,minority,informativeFirst,normative,2,1,1,1,1,1,7,7,7,4,,,,,,,,7.0,6.0,6.0,5.0,2.0,4.0,4.0,7.0,7.0,4.0,2.0,1.0,4.0,3.0,2025-09-09 18:04:47.622172+00:00
4c4c1f22-62a4-4618-bd6e-bbd6885c1c29,cda01786-9a32-4292-8f0d-2b2717a685d4,90,90.0,minorityDiffusion,normativeFirst,informative,2,2,2,2,2,1,4,4,4,4,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,2025-09-09 17:58:19.888566+00:00
0adde7e9-32ca-469e-a3c9-df60203ddcca,cda01786-9a32-4292-8f0d-2b2717a685d4,90,90.0,minorityDiffusion,normativeFirst,normative,1,2,2,1,2,2,5,3,4,4,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,4.0,6.0,7.0,7.0,7.0,2025-09-09 17:48:07.215886+00:00
0a09a386-96cd-40c1-9e34-c7828ebe9d30,7828fa6e-2064-4d65-a533-7b743e1b3430,91,91.0,majority,informativeFirst,informative,1,1,1,1,1,1,1,7,7,4,1.0,7.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2025-09-09 17:41:29.612432+00:00
35c8653d-33ed-445c-b8f8-5c248c231b41,7828fa6e-2064-4d65-a533-7b743e1b3430,91,91.0,majority,informativeFirst,normative,2,6,1,1,1,6,6,5,6,4,6.0,7.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2025-09-09 17:56:20.244399+00:00
bea2533d-6ace-41bb-b385-90624b7bdedf,929a3771-f5d2-4878-8a0f-a54e9ddd35f3,92,,minority,normativeFirst,informative,2,1,1,1,1,1,7,1,6,4,,,,,,,,6.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2025-09-09 17:58:15.714337+00:00
c6279f8d-b33c-4687-b5b0-50d01528e9bf,929a3771-f5d2-4878-8a0f-a54e9ddd35f3,92,92.0,minority,normativeFirst,normative,1,1,1,1,1,1,7,1,7,4,,,,,,,,5.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2025-09-09 17:44:09.893664+00:00
d9c25037-f6cf-46da-a28c-547a1db2a0b5,9a87156c-e259-4496-8112-91c616f9a63e,93,93.0,minorityDiffusion,informativeFirst,informative,1,6,6,4,3,6,6,6,6,4,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,2025-09-09 18:16:10.166563+00:00
97c8348a-6cb2-473c-b0de-f92afc87711a,9a87156c-e259-4496-8112-91c616f9a63e,93,93.0,minorityDiffusion,informativeFirst,normative,2,4,1,1,1,5,1,1,6,4,,,,,,,,7.0,3.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2025-09-09 18:40:37.279460+00:00
9af42439-e6ca-4733-a420-beb0b6e21225,520fac17-1bfc-4435-90f5-9cde743aeceb,94,94.0,majority,normativeFirst,informative,2,6,1,1,2,4,4,4,3,4,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,2025-09-09 18:06:33.233166+00:00
c0f55d6f-62ea-41b1-8954-ce9b06e9cf84,520fac17-1bfc-4435-90f5-9cde743aeceb,94,94.0,majority,normativeFirst,normative,1,1,1,1,4,3,7,5,2,4,5.0,6.0,5.0,5.0,3.0,4.0,4.0,,,,,,,,,,,,,,,2025-09-09 17:54:44.654321+00:00
c9e4ba07-a0cd-4cc7-92eb-18e331b618ba,5270e09f-e86d-46cf-86b5-ebe8ddf36c6d,95,95.0,minority,informativeFirst,informative,1,1,1,1,1,1,7,4,1,4,,,,,,,,2.0,7.0,2.0,1.0,1.0,1.0,1.0,4.0,7.0,4.0,1.0,1.0,1.0,1.0,2025-09-09 17:45:15.133105+00:00
97a55b83-386e-4c0c-9ac7-a11cf903e089,5270e09f-e86d-46cf-86b5-ebe8ddf36c6d,95,95.0,minority,informativeFirst,normative,2,1,1,1,1,2,7,1,1,4,,,,,,,,2.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,2025-09-09 17:54:46.917797+00:00
60d53cc1-18f8-470d-8f69-27a86f13a006,a0bf9560-92d1-4cb1-8248-b2152eebb996,96,96.0,minorityDiffusion,normativeFirst,informative,2,5,2,1,2,5,4,3,5,4,,,,,,,,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,7.0,3.0,2.0,1.0,1.0,2.0,2025-09-09 17:58:44.926198+00:00
cc025e47-6648-4e36-948b-b2654c1a9bd5,a0bf9560-92d1-4cb1-8248-b2152eebb996,96,96.0,minorityDiffusion,normativeFirst,normative,1,2,1,1,4,3,6,5,5,4,,,,,,,,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,6.0,4.0,2.0,1.0,1.0,2.0,2025-09-09 17:51:52.010149+00:00
8d77d979-68ce-42b4-9a83-bebcab8473e0,ae947f61-8ce5-456c-9663-5e29f5248f4b,97,97.0,majority,informativeFirst,informative,1,2,1,1,1,3,5,4,6,4,3.0,3.0,4.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,2025-09-09 17:46:53.420558+00:00
6da0bcab-aba3-43e5-b68e-188988d15134,ae947f61-8ce5-456c-9663-5e29f5248f4b,97,97.0,majority,informativeFirst,normative,2,2,1,1,1,1,7,2,7,4,4.0,6.0,4.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,2025-09-09 17:59:09.988082+00:00
75acd06b-5505-48eb-bca5-af64c110db5c,b8fcffcb-d710-49d0-9416-bcdbb05a9fb3,98,,minority,normativeFirst,informative,2,6,7,1,1,2,7,7,6,4,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2025-09-09 18:50:55.923361+00:00
a6b67601-cfd7-4259-b109-67f6ed7150ae,b8fcffcb-d710-49d0-9416-bcdbb05a9fb3,98,,minority,normativeFirst,normative,1,6,1,1,2,1,5,5,5,4,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,2025-09-09 18:38:43.976464+00:00
76884b96-1f75-4d95-beda-be3c34957688,15a24730-cdbc-4c30-ba5c-a2bb3c8683aa,99,99.0,minorityDiffusion,informativeFirst,informative,1,6,1,1,1,1,6,6,6,4,,,,,,,,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2025-09-09 17:41:59.715203+00:00
207f85c0-18ea-41df-be65-2004b27a800f,15a24730-cdbc-4c30-ba5c-a2bb3c8683aa,99,99.0,minorityDiffusion,informativeFirst,normative,2,1,3,1,1,2,7,5,5,4,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2025-09-09 17:52:31.191347+00:00
bf87d609-24d4-41ac-a4d9-cc61203cb2d5,4d1cd95f-4f3f-40ae-ab18-7f0171c8d7f7,100,100.0,majority,normativeFirst,informative,2,1,1,1,5,5,7,4,4,4,5.0,5.0,5.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,2025-09-09 18:01:27.829273+00:00
edaf5669-cb44-4973-90c5-54a1ff76818a,4d1cd95f-4f3f-40ae-ab18-7f0171c8d7f7,100,100.0,majority,normativeFirst,normative,1,1,1,1,1,1,7,7,7,4,3.0,3.0,2.0,4.0,7.0,6.0,4.0,,,,,,,,,,,,,,,2025-09-09 17:50:36.795653+00:00
5713c1ba-0705-4dbe-843c-f14844c38d78,95561580-6b5f-4a9c-af7c-d2d85aa29a14,101,101.0,minority,informativeFirst,informative,1,2,2,1,1,3,5,3,5,4,,,,,,,,6.0,5.0,6.0,7.0,5.0,6.0,4.0,6.0,6.0,5.0,6.0,4.0,4.0,4.0,2025-09-09 17:51:26.185917+00:00
0460ddad-d098-4238-a0b0-a5a8a3e8f722,95561580-6b5f-4a9c-af7c-d2d85aa29a14,101,101.0,minority,informativeFirst,normative,2,1,1,1,1,1,7,4,7,4,,,,,,,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,4.0,2025-09-09 18:03:59.460545+00:00
07e5059d-dcac-4fe4-8d53-9df0635d7b85,329bdee7-2437-4ed2-b7e8-132722cccc01,102,102.0,minorityDiffusion,normativeFirst,informative,2,1,1,1,1,1,7,1,1,4,,,,,,,,3.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,2025-09-09 17:52:50.461738+00:00
f65a03f9-748c-4711-8f70-fc0ebe81132e,329bdee7-2437-4ed2-b7e8-132722cccc01,102,102.0,minorityDiffusion,normativeFirst,normative,1,2,3,1,3,5,6,3,3,4,,,,,,,,6.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,2025-09-09 17:41:56.481000+00:00
40c14116-d26e-4fb3-83f9-840cfc614fb9,493833b0-279f-4de0-98ef-75ccbb764aac,103,,majority,informativeFirst,informative,1,1,1,1,1,1,7,1,4,4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2025-09-09 17:57:36.700365+00:00
e6354b28-c72d-4a6e-97e6-87e5f77553bb,493833b0-279f-4de0-98ef-75ccbb764aac,103,,majority,informativeFirst,normative,2,1,1,1,1,1,7,1,1,4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2025-09-09 18:07:11.828338+00:00
b8316223-c2fb-41e5-acac-93078b02b31e,cac93c83-183d-4a39-91da-6e4e735430b2,104,104.0,minority,normativeFirst,informative,2,1,1,1,1,1,7,6,6,4,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,2025-09-09 18:24:40.188139+00:00
73e8d5a6-a0f7-4f40-990f-d8b6ba0dbd8a,cac93c83-183d-4a39-91da-6e4e735430b2,104,104.0,minority,normativeFirst,normative,1,2,2,1,1,2,7,6,6,4,,,,,,,,6.0,6.0,6.0,7.0,6.0,5.0,6.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,2025-09-09 18:03:24.741786+00:00
04bcf1ce-50db-4e2d-b09f-aa6596a51332,2e812134-90ba-44e2-b10e-f135b5c6ddd5,105,105.0,minorityDiffusion,informativeFirst,informative,1,5,2,4,3,3,5,5,5,4,,,,,,,,4.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,2025-09-09 17:54:58.599243+00:00
6a203f80-2926-4971-b3e8-176fdfe15e17,2e812134-90ba-44e2-b10e-f135b5c6ddd5,105,105.0,minorityDiffusion,informativeFirst,normative,2,3,2,2,2,3,6,5,5,4,,,,,,,,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,2025-09-09 18:10:27.663730+00:00
14c1351b-3633-42f0-b775-b629b562ce95,bcc249fd-32ed-4e01-86bf-c028c2287a74,106,106.0,majority,normativeFirst,informative,2,6,3,2,2,3,5,3,4,4,5.0,6.0,4.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,,2025-09-09 18:34:54.757887+00:00
7c754da0-d1ab-4452-9a70-611391377aa7,bcc249fd-32ed-4e01-86bf-c028c2287a74,106,106.0,majority,normativeFirst,normative,1,3,2,1,2,1,7,6,6,4,5.0,5.0,6.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,2025-09-09 18:16:38.707281+00:00
07ca426f-d063-408b-b408-12603ec73e2f,659ac0e4-10df-4693-aaad-d97429810408,107,107.0,minority,informativeFirst,informative,1,5,3,3,2,5,4,4,4,4,,,,,,,,6.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,4.0,6.0,2025-09-09 18:03:05.865366+00:00
4e1c09be-f207-414a-b1e1-889dbd5e68f6,659ac0e4-10df-4693-aaad-d97429810408,107,107.0,minority,informativeFirst,normative,2,5,2,2,1,5,6,5,4,4,,,,,,,,6.0,6.0,6.0,7.0,5.0,4.0,5.0,7.0,5.0,6.0,7.0,6.0,6.0,4.0,2025-09-09 18:15:35.409480+00:00
0180bd6e-fdea-428a-85a2-8fb2f61814eb,4ecb8388-2338-4007-81be-d00054e8c430,108,108.0,minorityDiffusion,normativeFirst,informative,2,1,1,1,2,2,5,4,6,4,,,,,,,,6.0,6.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,2025-09-09 18:12:15.950620+00:00
a483e604-3891-43a2-b8fe-582ca51a29dd,4ecb8388-2338-4007-81be-d00054e8c430,108,108.0,minorityDiffusion,normativeFirst,normative,1,3,1,1,2,6,6,3,6,4,,,,,,,,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,2025-09-09 17:56:02.462610+00:00
3325de79-6ff1-4af9-9de2-390c56a59f01,1e1d464b-26ac-4535-bf85-ff1dd0a686b4,109,109.0,majority,informativeFirst,informative,1,5,3,2,4,5,6,6,4,4,4.0,6.0,5.0,4.0,3.0,6.0,6.0,,,,,,,,,,,,,,,2025-09-09 17:59:48.317596+00:00
002ce84b-55ca-4597-8795-5bf5fe5edc6a,1e1d464b-26ac-4535-bf85-ff1dd0a686b4,109,109.0,majority,informativeFirst,normative,2,2,2,1,2,2,6,7,5,4,4.0,6.0,5.0,3.0,4.0,6.0,6.0,,,,,,,,,,,,,,,2025-09-09 18:14:48.202635+00:00
f115d6b7-6c9f-48fa-b251-1d18345f454b,97c14ba1-c814-4934-bf1d-21ff0650257e,110,110.0,minority,normativeFirst,informative,2,1,1,4,2,2,2,6,5,4,,,,,,,,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,7.0,4.0,5.0,4.0,5.0,6.0,2025-09-09 17:53:27.876327+00:00
0af12841-2bab-4007-b5d7-c396600bb580,97c14ba1-c814-4934-bf1d-21ff0650257e,110,110.0,minority,normativeFirst,normative,1,6,5,2,4,3,2,5,5,4,,,,,,,,6.0,7.0,6.0,7.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,2025-09-09 17:46:12.735317+00:00
9ba776ed-0c31-4cc9-bb24-d6941045c798,4225fb9a-e135-4365-b761-b672e40539e1,111,111.0,minorityDiffusion,informativeFirst,informative,1,2,1,3,4,2,4,4,4,4,,,,,,,,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,2025-09-09 17:55:08.649988+00:00
ede4875f-8d19-430d-b932-c83a10cfe6b8,4225fb9a-e135-4365-b761-b672e40539e1,111,111.0,minorityDiffusion,informativeFirst,normative,2,2,2,1,2,1,4,2,3,4,,,,,,,,5.0,6.0,4.0,3.0,1.0,3.0,1.0,4.0,6.0,4.0,4.0,1.0,3.0,1.0,2025-09-09 18:09:08.864965+00:00
