id,source,prolific_pid,study_id,session_id,condition_type,task_order,informative_task_index,normative_task_index,created_at,finished_at,participant_no
9d0abbe5-a06d-4ded-ad7b-5ee1139b84c9,prolific,67042cdf06ed4052bdf44c07,68c05d68bc8abb0714642f7a,68c0619cfc0ce44e0a2b608f,majority,informativeFirst,0,3,2025-09-09 17:21:29.909287+00,2025-09-09 18:32:44.491+00,67
9d180490-c5b0-4d42-839f-a978a6afa540,prolific,5adb3e135f327e0001fb329c,68c05d68bc8abb0714642f7a,68c06202e981c3ab8466d0cd,majority,normativeFirst,3,1,2025-09-09 17:21:18.528765+00,2025-09-09 18:05:15.196+00,64
a06d8bf2-816c-48a8-b4fe-03c79b290a30,prolific,66a57a8aa709312db9ddd8b2,68c05d68bc8abb0714642f7a,68c0621697de256f12a98c82,minorityDiffusion,informativeFirst,2,4,2025-09-09 17:21:46.559201+00,2025-09-09 17:51:58.693+00,69
a070fecf-acb3-4d27-abe1-e6739b8537f3,prolific,5a6b844fe6cc4a0001b6a656,68c05d68bc8abb0714642f7a,68c061e376b7214fab36ba9b,minority,informativeFirst,4,2,2025-09-09 17:21:11.78703+00,2025-09-09 17:53:35.529+00,41
a0bf9560-92d1-4cb1-8248-b2152eebb996,prolific,571b3de05d40840013c49f3a,68c05d68bc8abb0714642f7a,68c064dd69bd13c332fbc6d0,minorityDiffusion,normativeFirst,5,5,2025-09-09 17:33:27.269993+00,2025-09-09 18:00:02.853+00,96
a2cfe6e1-7f54-4be5-96a4-40997af9bf83,prolific,669177c66d14fd83c2a18125,68c05d68bc8abb0714642f7a,68c0615975003a29c55a7a35,minority,normativeFirst,1,0,2025-09-09 17:18:50.38788+00,,38
aa5e0dc7-39c5-43aa-b82b-ef78f2b133c4,prolific,5e32c95c87b8ef28e5aff6ea,68c05d68bc8abb0714642f7a,68c061922421f4a03c0ca6b1,minorityDiffusion,normativeFirst,5,5,2025-09-09 17:19:44.907992+00,2025-09-09 17:42:37.856+00,36
ab008076-6538-4925-beb0-9c2ac8259d81,prolific,5a270517b4a5de00011af15c,68c05d68bc8abb0714642f7a,68c0622d8547f22515d3676c,majority,normativeFirst,3,4,2025-09-09 17:21:58.889848+00,2025-09-09 17:49:59.08+00,70
ae1e82c8-04e8-4d42-9f19-a2f3c1e789df,prolific,5efaa42dff658c8fb708b6a6,68c05d68bc8abb0714642f7a,68c0617b99a674860ea98c4b,minority,informativeFirst,4,2,2025-09-09 17:27:12.943551+00,2025-09-09 18:20:49.082+00,89
ae947f61-8ce5-456c-9663-5e29f5248f4b,prolific,5f1088e27a43fe0c64ca5814,68c05d68bc8abb0714642f7a,68c063c19bc6a0981674f937,majority,informativeFirst,0,0,2025-09-09 17:29:03.193065+00,2025-09-09 18:02:18.688+00,97
b113d736-45f2-4708-8d0b-4ab534334126,prolific,67d18f41f2533fd38b55a10f,68c05d68bc8abb0714642f7a,68c0658f9794f0067fe4f7c3,minority,normativeFirst,1,3,2025-09-09 17:37:24.785526+00,2025-09-09 18:06:38.701+00,116
b121bfe8-f8b7-48fc-af14-f99c15aedc62,prolific,676ca3da9773676ad989ef10,68c03b0330a5bf7db9a38960,68c04999ed84d6da142f2f48,minority,informativeFirst,4,5,2025-09-09 15:37:24.912861+00,2025-09-09 16:03:26.625+00,11
b2f2cdd4-44e9-4283-b632-ff9f49664bf0,prolific,6658d2982faf93a372286bab,68c05d68bc8abb0714642f7a,68c065b0b706ad27ec3a6257,minorityDiffusion,normativeFirst,5,2,2025-09-09 17:36:58.997033+00,,114
b532a2a0-cb98-42dc-b522-088859f7b0c5,prolific,66799043863669170269eedf,68c05d68bc8abb0714642f7a,68c062d1f8774ceb150f364a,majority,normativeFirst,3,4,2025-09-09 17:24:48.660955+00,2025-09-09 17:47:03.747+00,82
b784e7ca-736e-44db-a3f3-2cd2f86c2d68,prolific,6713a6a34b872f10e42e1502,68c05d68bc8abb0714642f7a,68c06160945f05f33483e532,minority,normativeFirst,1,3,2025-09-09 17:18:37.635538+00,2025-09-09 17:42:23.889+00,32
b79165a8-7c4f-43ee-a757-436f194d9e4e,prolific,855A138E87N72961Lg6CF63S,50U77R9390U1fY5Wx9e49785,04f39z14027A2P5r7160tn00,minority,informativeFirst,4,2,2025-09-09 14:49:41.535381+00,,17
b8fcffcb-d710-49d0-9416-bcdbb05a9fb3,prolific,67ccf7fbbe84c977587b8b53,68c05d68bc8abb0714642f7a,68c063da516301ab2e3a21bf,minority,normativeFirst,1,0,2025-09-09 17:29:15.286649+00,2025-09-09 18:54:45.635+00,98
bb3bf185-23ab-460f-8e39-e7bcd54eb3f9,prolific,5f6b8930b9d9530b1b065360,68c05d68bc8abb0714642f7a,68c061686339883dfcfab356,majority,normativeFirst,3,4,2025-09-09 17:18:44.330673+00,2025-09-09 17:41:24.571+00,34
bcc249fd-32ed-4e01-86bf-c028c2287a74,prolific,5c63e773f9b6300001c9ce20,68c05d68bc8abb0714642f7a,68c064b04650436b4df55e6a,majority,normativeFirst,3,4,2025-09-09 17:32:42.305649+00,2025-09-09 18:39:15.359+00,106
bcfa8ed7-049b-41a3-8758-cab44eb85c7e,prolific,663154d3db316e62c35e16ae,68c05d68bc8abb0714642f7a,68c066a177667c13dbc356e4,majority,normativeFirst,3,4,2025-09-09 17:40:58.342409+00,2025-09-09 18:20:30.833+00,118
bf38b76e-3b5d-4be2-8904-0f30398f1aca,prolific,5bce39ceb8bc680001c67555,68c05d68bc8abb0714642f7a,68c061fc20c532f8d90ca693,minority,informativeFirst,4,2,2025-09-09 17:25:52.006502+00,2025-09-09 18:15:31.409+00,53
c1160f10-3fe4-45c8-bedb-256f1b56060e,prolific,5e9ffa9ee172201b04f1a4c6,68c05d68bc8abb0714642f7a,68c0687219ad0f7c73453be1,minority,informativeFirst,4,5,2025-09-09 17:48:57.284249+00,2025-09-09 18:25:56.048+00,119
c1490d5a-63eb-43c8-8b70-aac901fc51d7,prolific,66c19ce2d523bc14657cad85,68c05d68bc8abb0714642f7a,68c068ada85dd62d957d4473,minorityDiffusion,informativeFirst,2,4,2025-09-09 17:49:50.81151+00,2025-09-09 18:42:42.181+00,57
c480d166-1673-431f-a22f-167e373927ba,prolific,8j58N3C087172Z6170I496P4,50U77R9390U1fY5Wx9e49785,04f39z140w782Pxr7n6u3500,minority,informativeFirst,4,5,2025-09-09 14:47:21.888241+00,,11
c4a05007-d05c-4c31-ad2a-bdd43c99c96f,prolific,614ad1d11ebbb70be136b832,68c05d68bc8abb0714642f7a,68c064bb9c1f371e5cfcd2da,minority,informativeFirst,4,5,2025-09-09 17:33:07.015863+00,,107
c5c5f9a8-56b2-47cb-ba19-8c86e4b86f3b,prolific,5a9fa90f873cda00010d29d8,68c05d68bc8abb0714642f7a,68c062d361f0e0913a3a40c4,minorityDiffusion,normativeFirst,5,5,2025-09-09 17:24:56.045163+00,2025-09-09 17:51:12.32+00,84
c724fed7-5bb1-4e16-972d-c7dbac7ba34e,prolific,655f8da6abba5f374f3145dc,68c03b0330a5bf7db9a38960,68c03d1938fedab9ea4ad759,minority,normativeFirst,1,0,2025-09-09 14:43:54.055163+00,2025-09-09 15:17:03.782+00,2
c73badf7-3e8c-4394-bebd-062f9d8e2c65,prolific,672380a64e984ba03695602f,68c05d68bc8abb0714642f7a,68c067119ad9a0fdaa420da7,majority,informativeFirst,0,3,2025-09-09 17:50:07.43261+00,2025-09-09 18:37:43.853+00,103
cac93c83-183d-4a39-91da-6e4e735430b2,prolific,5ea07f2c55a2bd050fd8f70b,68c05d68bc8abb0714642f7a,68c06387aa189cc8b50481b8,minority,normativeFirst,1,3,2025-09-09 17:31:09.98228+00,2025-09-09 18:28:18.344+00,104
cd24dfc7-ab58-4701-8060-636ce24d286e,prolific,5aafd9eff69e940001d88bf4,68c05d68bc8abb0714642f7a,68c0626453868f1eb8a07a5d,majority,normativeFirst,3,1,2025-09-09 17:23:10.68061+00,2025-09-09 18:04:45.998+00,76
cda01786-9a32-4292-8f0d-2b2717a685d4,prolific,6682b0b622da87763c14179c,68c05d68bc8abb0714642f7a,68c063579862e114da18ce5b,minorityDiffusion,normativeFirst,5,2,2025-09-09 17:27:26.187121+00,2025-09-09 18:00:37.803+00,90
cef7f64b-9637-4193-bdd6-c9943b06c56a,prolific,66d1fdd400acfdbc181f41e0,68c03b0330a5bf7db9a38960,68c03d790139a0dc3f201308,majority,informativeFirst,0,3,2025-09-09 14:46:11.308801+00,2025-09-09 15:15:27.31+00,7
cef9291c-661f-4221-a4f2-9d8bf16fb111,prolific,6600a119385d8631c41cd795,68c03b0330a5bf7db9a38960,68c03eceba9ee5fe328e733d,minorityDiffusion,normativeFirst,5,2,2025-09-09 15:12:49.476783+00,2025-09-09 15:48:24.215+00,30
cfff5380-ac7a-474b-b789-c9210b78dd2b,prolific,5d49a0b751695e0001a188a8,68c03b0330a5bf7db9a38960,68c03d907b869bdb2d0e4040,majority,normativeFirst,3,4,2025-09-09 14:47:19.386499+00,2025-09-09 15:31:31.198+00,10
d290402e-26f6-4447-883e-620e7f93c8bb,prolific,67673cda94b4d0cf1a6a7382,68c05d68bc8abb0714642f7a,68c06353b85f9643dad11503,majority,informativeFirst,0,3,2025-09-09 17:26:53.356854+00,,55
d2b20821-42b6-4816-87d4-6b927756c0da,prolific,607778a26ff3de83125f50c5,68c03b0330a5bf7db9a38960,68c0410c6b51dd7f8f6e377f,minorityDiffusion,informativeFirst,2,1,2025-09-09 15:00:37.524659+00,,27
d385aeea-2dd2-4f42-b57e-78a9b42f0382,prolific,60b8f2c365ec36a3395896b6,68c05d68bc8abb0714642f7a,68c061621291b68c936c8b5c,minority,normativeFirst,1,3,2025-09-09 17:19:06.458884+00,2025-09-09 18:16:37.128+00,44
dc0f4e80-3611-4b26-9da5-7b10fc6728f6,prolific,test-1757438691103-upp481,TEST_STUDY,TEST_SESSION,minority,informativeFirst,4,5,2025-09-09 17:24:53.361421+00,,83
dc4e73f1-4cf5-47ea-a5b9-d58eaaf436e3,prolific,671fe3978b9b0b5d4b9a1265,68c05d68bc8abb0714642f7a,68c062e362e4f476e1df5e78,minority,normativeFirst,1,0,2025-09-09 17:25:05.165407+00,2025-09-09 18:03:39.289+00,86
dcd1ed62-d5a6-4302-a597-724e85fa3a91,prolific,5bef41fa54277d000114d6ad,68c05d68bc8abb0714642f7a,68c0618228f2c7161119d47d,minorityDiffusion,normativeFirst,5,2,2025-09-09 17:21:29.324417+00,2025-09-09 17:43:59.317+00,66
e1941179-3705-4639-b6ce-ec82c3a00c66,prolific,5f6f44e9451a3b0836b5d32c,68c05d68bc8abb0714642f7a,68c062ea323fe76d87a62c90,minority,informativeFirst,4,2,2025-09-09 17:27:02.115841+00,2025-09-09 18:09:51.332+00,65
e7bee9a5-10ae-426c-8b08-27934b9281bb,prolific,662190146ef67bab626e48cb,68c05d68bc8abb0714642f7a,68c06162199dda79f0df4c11,minorityDiffusion,informativeFirst,2,4,2025-09-09 17:19:06.725844+00,2025-09-09 18:05:58.155+00,45
e817f2b7-c7dd-4cff-9367-138be05feaaf,prolific,5cd1a622fa7c8b0001a48044,68c05d68bc8abb0714642f7a,68c062a8fcf5cdeb5c3584af,minorityDiffusion,informativeFirst,2,4,2025-09-09 17:24:30.680472+00,2025-09-09 17:53:36.343+00,81
e9735720-d13d-47c9-99f1-be9ec8418a61,prolific,5d776e218a8d1d00166d36a6,68c05d68bc8abb0714642f7a,68c061eb3e57fb0ec42827a8,minority,normativeFirst,1,0,2025-09-09 17:22:42.633605+00,2025-09-09 17:56:58.012+00,74
eae01319-0414-4f8b-b125-d4487bbeda7f,prolific,6297d4ad03a1830f21d22cb1,68c05d68bc8abb0714642f7a,68c061fe8314686fc5e2e46b,minority,normativeFirst,1,0,2025-09-09 17:21:12.408277+00,2025-09-09 18:05:10.989+00,62
eda76aba-529a-4bba-a2de-ccddec750d17,prolific,65c242831388550b0a42bd25,68c03b0330a5bf7db9a38960,68c03def728b1f943072b66f,minority,normativeFirst,1,0,2025-09-09 14:47:39.138619+00,2025-09-09 15:12:14.544+00,14
ee975522-4d2f-4568-be95-cda9b4d58b20,prolific,668ebf594982c57c983cd910,68c05d68bc8abb0714642f7a,68c0615b817e58c94c7004e7,minorityDiffusion,normativeFirst,5,5,2025-09-09 17:18:48.084317+00,,36
f3619e69-7a0a-47bd-a00f-daed6fc2ce92,prolific,5a1bee01a383a100011b6274,68c03b0330a5bf7db9a38960,68c042b03d45c44f6da32ab1,minority,informativeFirst,4,2,2025-09-09 15:07:40.614216+00,2025-09-09 15:37:52.459+00,29
f648a570-513c-4482-9932-71c78717586c,prolific,67dd4da2c093609cf5b34756,68c05d68bc8abb0714642f7a,68c0625b103353c5a7090015,minorityDiffusion,normativeFirst,5,2,2025-09-09 17:23:32.979024+00,2025-09-09 18:06:23.103+00,78
fcc2cd74-0d9d-4548-bfb0-15d9b696452e,prolific,67448035804444614abdcc6c,68c05d68bc8abb0714642f7a,68c068ea45d3c9ca839c6db1,majority,normativeFirst,3,4,2025-09-09 17:51:02.264887+00,2025-09-09 18:36:17.906+00,58
fdaeb938-314c-4e49-a47d-19672e156db3,prolific,671a6761c985926dac72ad08,68c05d68bc8abb0714642f7a,68c063d1cef4b1126a1d218b,minorityDiffusion,informativeFirst,2,4,2025-09-09 17:31:40.606794+00,,105
